iter,source drug,target drug,geneset,source tissue,target tissue,pval,Test Accuracy,Test ROC_AUC
32,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.5730994152046784
33,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.52046783625731
34,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5,0.5614035087719298
35,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5357142857142857,0.5847953216374269
36,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5,0.38011695906432746
37,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6071428571428571,0.6257309941520468
38,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6071428571428571,0.7309941520467836
39,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6428571428571429,0.6666666666666667
40,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.5847953216374269
41,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5357142857142857,0.6140350877192983
42,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.5497076023391813
43,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.5380116959064327
44,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5357142857142857,0.631578947368421
45,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6071428571428571,0.5964912280701755
46,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.4444444444444444
47,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6071428571428571,0.6432748538011696
48,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.4642857142857143,0.6140350877192983
49,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.6198830409356725
0,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.42857142857142855,0.48538011695906436
1,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5357142857142857,0.45614035087719296
2,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5357142857142857,0.5964912280701754
3,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6785714285714286,0.7076023391812866
4,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6071428571428571,0.6842105263157895
5,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6785714285714286,0.7368421052631579
6,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5714285714285714,0.6257309941520468
7,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.4642857142857143,0.6491228070175439
8,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.39285714285714285,0.5146198830409356
9,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5714285714285714,0.5672514619883041
10,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6428571428571429,0.7543859649122807
11,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6071428571428571,0.5380116959064327
12,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5714285714285714,0.4385964912280702
13,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.7142857142857143,0.7485380116959065
14,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.42857142857142855,0.4152046783625731
15,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5714285714285714,0.5263157894736843
16,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6785714285714286,0.6491228070175439
17,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6071428571428571,0.5497076023391814
18,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.4642857142857143,0.5497076023391814
19,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5714285714285714,0.6023391812865497
20,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5,0.4678362573099415
21,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5714285714285714,0.5730994152046783
22,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6428571428571429,0.5730994152046783
23,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6785714285714286,0.6549707602339181
24,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6071428571428571,0.631578947368421
25,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.7142857142857143,0.8011695906432749
26,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6428571428571429,0.6198830409356726
27,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5714285714285714,0.5847953216374269
28,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5,0.47368421052631576
29,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.42857142857142855,0.368421052631579
30,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.4642857142857143,0.5906432748538011
31,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5,0.5146198830409356
32,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.7142857142857143,0.7426900584795322
33,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5714285714285714,0.5380116959064327
34,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5357142857142857,0.5380116959064327
35,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6428571428571429,0.7017543859649124
36,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6071428571428571,0.7192982456140351
37,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6071428571428571,0.8245614035087719
38,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6071428571428571,0.6140350877192983
39,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5357142857142857,0.6023391812865497
40,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5357142857142857,0.5614035087719298
41,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5714285714285714,0.5555555555555556
42,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6428571428571429,0.6666666666666667
43,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5714285714285714,0.5964912280701755
44,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5714285714285714,0.6198830409356725
45,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5,0.45614035087719296
46,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6071428571428571,0.6140350877192983
47,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.6428571428571429,0.5438596491228069
48,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.39285714285714285,0.4502923976608187
49,Pembro,Nivo,drug targets,STAD,SKCM,0.01,0.5,0.5730994152046784
0,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5614285714285714,0.5670175438596492
1,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6321428571428572,0.6690058479532164
2,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5721428571428572,0.572046783625731
3,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.582857142857143,0.6203508771929824
4,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5364285714285714,0.555906432748538
5,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.635,0.6685380116959065
6,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6164285714285714,0.6266666666666666
7,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5392857142857143,0.5471345029239767
8,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6178571428571429,0.6418713450292398
9,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5842857142857142,0.5444444444444444
10,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6178571428571429,0.6677192982456139
11,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6114285714285714,0.6274853801169591
12,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.56,0.5598830409356725
13,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.662142857142857,0.6881871345029242
14,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.585,0.5762573099415205
15,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6300000000000001,0.6695906432748537
16,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5792857142857142,0.5410526315789475
17,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5928571428571429,0.55953216374269
18,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.64,0.6670175438596491
19,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.49214285714285716,0.4801169590643275
20,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5578571428571428,0.5923976608187135
21,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5721428571428571,0.5454970760233918
22,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6107142857142857,0.6387134502923977
23,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.65,0.6749707602339181
24,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.592857142857143,0.5826900584795323
25,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5035714285714284,0.5074853801169591
26,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5235714285714286,0.4976608187134503
27,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5635714285714286,0.5656140350877193
28,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6442857142857144,0.6610526315789474
29,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.595,0.5966081871345029
30,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6235714285714286,0.6298245614035087
31,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5892857142857144,0.6148538011695908
32,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6428571428571428,0.6588304093567251
33,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6471428571428571,0.6646783625730995
34,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5914285714285714,0.6292397660818714
35,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6271428571428571,0.6584795321637427
36,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.56,0.5376608187134504
37,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5721428571428571,0.5418713450292398
38,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6585714285714288,0.6745029239766082
39,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5171428571428571,0.4535672514619883
40,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.635,0.6412865497076022
41,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5764285714285714,0.5837426900584796
42,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5621428571428572,0.5582456140350878
43,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5864285714285714,0.605029239766082
44,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5557142857142857,0.5319298245614035
45,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5528571428571428,0.5285380116959064
46,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5635714285714285,0.5723976608187136
47,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.5971428571428572,0.5706432748538012
48,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6014285714285714,0.6178947368421053
49,Pembro,Nivo,random sample,STAD,SKCM,0.01,0.6364285714285716,0.6991812865497076
