iter,source drug,target drug,geneset,source tissue,target tissue,pval,Test Accuracy,Test ROC_AUC
9,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5357142857142857,0.6023391812865497
10,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5357142857142857,0.4912280701754386
11,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5357142857142857,0.4736842105263158
12,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5714285714285714,0.543859649122807
13,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5357142857142857,0.608187134502924
14,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6071428571428571,0.6198830409356725
15,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6428571428571429,0.5964912280701755
16,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5357142857142857,0.5029239766081872
17,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6071428571428571,0.6432748538011697
18,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5357142857142857,0.5672514619883041
19,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6071428571428571,0.4970760233918129
20,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5714285714285714,0.5789473684210527
21,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.39285714285714285,0.4444444444444444
22,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5714285714285714,0.6666666666666666
23,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5357142857142857,0.6374269005847953
24,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.42857142857142855,0.35672514619883045
25,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6785714285714286,0.6842105263157895
26,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5714285714285714,0.6140350877192983
27,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5714285714285714,0.5321637426900585
28,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6428571428571429,0.672514619883041
29,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6071428571428571,0.695906432748538
30,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5357142857142857,0.543859649122807
31,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6071428571428571,0.695906432748538
32,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.42857142857142855,0.4035087719298246
33,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6785714285714286,0.7192982456140352
34,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.7142857142857143,0.7485380116959064
35,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5357142857142857,0.5672514619883041
36,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.75,0.7953216374269005
37,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6785714285714286,0.6198830409356725
38,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5714285714285714,0.5497076023391813
39,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6071428571428571,0.5789473684210527
40,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5714285714285714,0.6666666666666667
41,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6428571428571429,0.7309941520467836
42,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.75,0.7543859649122807
43,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.42857142857142855,0.45029239766081874
44,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5714285714285714,0.5029239766081872
45,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.5357142857142857,0.5263157894736842
46,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.4642857142857143,0.5146198830409356
47,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6428571428571429,0.6257309941520468
48,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.4642857142857143,0.5146198830409356
49,Pembro,Nivo,drug targets,STAD,SKCM,0.05,0.6071428571428571,0.6374269005847953
0,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6407142857142857,0.6941520467836259
1,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.585,0.5770760233918129
2,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.717857142857143,0.755672514619883
3,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6657142857142857,0.6901754385964912
4,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6435714285714286,0.6510526315789474
5,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5871428571428571,0.6119298245614035
6,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5964285714285714,0.5665497076023391
7,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6378571428571428,0.6488888888888888
8,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6378571428571429,0.6423391812865498
9,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6542857142857144,0.6851461988304094
10,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5935714285714285,0.6264327485380118
11,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6357142857142858,0.6493567251461988
12,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5892857142857143,0.6069005847953216
13,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5750000000000001,0.5756725146198831
14,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6921428571428572,0.7290058479532163
15,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5692857142857143,0.5135672514619882
16,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5528571428571428,0.5505263157894736
17,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5971428571428571,0.5569590643274853
18,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.695,0.7204678362573101
19,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.557142857142857,0.5491228070175438
20,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6264285714285714,0.6126315789473684
21,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6535714285714286,0.6941520467836257
22,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6657142857142857,0.6970760233918127
23,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5764285714285714,0.567719298245614
24,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.635,0.6633918128654972
25,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6,0.6452631578947369
26,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.645,0.6904093567251463
27,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6164285714285714,0.620233918128655
28,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6092857142857142,0.603859649122807
29,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5842857142857143,0.5550877192982456
30,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6321428571428571,0.6418713450292397
31,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5592857142857143,0.5771929824561404
32,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5499999999999999,0.5378947368421053
33,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6285714285714286,0.6250292397660818
34,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.5528571428571429,0.528888888888889
35,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6528571428571428,0.689122807017544
36,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.61,0.6201169590643275
37,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6285714285714286,0.6350877192982456
38,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6178571428571429,0.6184795321637427
39,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6314285714285715,0.6266666666666667
40,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6264285714285714,0.6778947368421053
41,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6164285714285714,0.6116959064327485
42,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6535714285714286,0.6426900584795321
43,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6549999999999998,0.6847953216374268
44,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6571428571428573,0.6791812865497076
45,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.595,0.5705263157894737
46,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.685,0.7112280701754387
47,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6192857142857142,0.6108771929824561
48,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6421428571428571,0.6614035087719299
49,Pembro,Nivo,random sample,STAD,SKCM,0.05,0.6178571428571429,0.636374269005848
